SA_PUB2022,walk_node_id,Dublin_City_Centre_(CBD)_min,IFSC___Docklands_min,Sandyford_Business_District_min,Dublin_Airport_min,Blanchardstown_min,Tallaght_min,min_travel_time_min,nearest_destination
267103004/05,4851794359,40.71936,39.16997333333334,75.76487513227512,62.437269259259274,41.58107846153846,50.79491243243243,39.16997333333334,IFSC___Docklands_min
268110002,9338957688,22.97097275362318,22.546929195402296,45.83224363636364,40.67741956577268,49.82278608695653,59.14958608695654,22.546929195402296,IFSC___Docklands_min
267132018,2986585087,41.89884561403508,37.846178947368436,77.97243228070175,33.932258947368425,63.96413894736841,68.2893589473684,33.932258947368425,Dublin_Airport_min
267139001,652847805,47.27092021164023,45.72153354497357,47.81608215053764,68.98882947089946,51.7746443874644,10.108266666666673,10.108266666666673,Tallaght_min
268135013,564540033,26.131925901639345,28.585272568306014,38.61592571428572,51.85256849423194,52.983739234972674,33.34871294117647,26.131925901639345,Dublin_City_Centre_(CBD)_min
268134002,258599298,31.071201159420298,36.605265714285714,33.328416124031015,59.872561640211636,59.64852229417205,45.40288760483297,31.071201159420298,Dublin_City_Centre_(CBD)_min
267124003,566457904,41.01104444444445,40.197724444444454,34.75259666666666,63.465020370370375,65.69619111111112,54.206324444444455,34.75259666666666,Sandyford_Business_District_min
267010004,7794371309,51.201378156028355,53.82942666666666,35.482423908045995,69.02663946524065,70.96108926522756,43.05469333333333,35.482423908045995,Sandyford_Business_District_min
267116010,8332477325,48.89513333333331,51.34847999999998,41.76008888888888,68.50515918552036,70.43960898550723,40.36593913043477,40.36593913043477,Tallaght_min
267068001,667939546,45.18306545454546,44.038416445536456,51.07716615384617,67.3057123714624,70.6851602693603,80.15411688555348,44.038416445536456,IFSC___Docklands_min
268129025,8843274788,20.734066078431372,19.920746078431364,30.552784927536226,43.1880420043573,45.419212745098044,49.257283476805355,19.920746078431364,IFSC___Docklands_min
268105016/02,4890668122,9.890971228070176,16.404971228070174,44.639473652312596,37.77904666666666,30.594725394736848,55.32182031897926,9.890971228070176,Dublin_City_Centre_(CBD)_min
268020003,2682639435,30.979117575757584,35.08385090909091,67.48501999999999,31.124695238095246,35.86847757575758,73.8623819047619,30.979117575757584,Dublin_City_Centre_(CBD)_min
