id,name,lat,lon,walk_node_id,snap_distance_m
5388335460,Ballark Community Training Centre,53.3886277,-6.255282199999999,2721816766,17.055575047917955
5400353558,Dorset College,53.3608786,-6.260584800000001,6935167525,11.260624746735763
5413409347,Clonturk Community College,53.3792372,-6.2476975,11579219318,4.764535954353927
5419527345,Nail Sytems International Training Centre,53.38764590000001,-6.238474300000001,1401702219,22.68205169085287
5622391888,Kylemore Community Training Centre,53.34273569999999,-6.345987500000001,4238379,27.588235564896873
6054859098,National Ambulance Service College,53.2872061,-6.3767513000000005,4018124417,11.38705232045602
6157780510,Oxford College International,53.34868569999999,-6.2587762,2831285452,15.214964901108676
6214680641,City Colleges,53.3442162,-6.267527000000001,13923359688,9.722517417706182
6214680642,City Colleges,53.3436171,-6.264745700000001,2940664522,15.557195210900476
6704091231,Code Institute,53.2979018,-6.1796454,12765996957,11.178585518515908
8435771766,Bray Adult Education Centre,53.20121089999999,-6.108449000000001,9902867220,8.760945280421746
11883104383,Unnamed Universities/Colleges,53.3092055,-6.224043199999999,4046880940,5.0718249389367625
11883483868,Unnamed Universities/Colleges,53.310337,-6.2248592,585330615,15.270675933977438
11883514769,Unnamed Universities/Colleges,53.31014150000001,-6.2256946,446044767,10.637567851078515
12817541197,Champlain College Dublin,53.3331038,-6.254138900000001,10445521230,16.549507636978564
13134358639,Unnamed Universities/Colleges,53.3516556,-6.259036100000002,6339965634,17.46059773009241
13534116371,UCD Innovation Academy,53.30813549999999,-6.224269700000001,1346785410,17.778512226357087
23258206,Stillorgan College of Further Education,53.29136309411244,-6.199746654395539,14054954703,35.191709427202056
23645983,College of Further Education Dundrum,53.2909891044828,-6.24449300250446,11507607476,8.670983893127417
23645984,Further Education Centre Dundrum,53.28993887587165,-6.239999405516096,5171379482,24.44194851378817
23688845,Bray Adult Education Centre,53.19283766393804,-6.101463581854807,2480366195,20.800085147356192
23997662,UCD Richview,53.31093329449115,-6.236273469781724,2439265747,11.984875037806578
27715951,TU Dublin Aeronautical Engineering,53.42636731428741,-6.222834684767415,5344177669,41.228261053501555
32118047,Dublin City University Saint Patrick's Campus,53.3712319394489,-6.25600734743692,3650404565,6.112225891212639
32866856,Technological University Dublin - Bolton Street Campus,53.351247292329006,-6.268756943724736,2671560199,26.419127991670756
35093819,Knocksinkwood,53.1981654013197,-6.17763141558672,1804055649,36.97053928740552
37792287,TU Dublin Sports Broombridge,53.372407609371805,-6.302175792886086,10815259156,66.80473763703512
38081937,Unnamed Universities/Colleges,53.30799534193199,-6.220578787466635,525525155,13.992387074809177
38097072,Goldsmith Hall (Trinity College Dublin),53.34376696634715,-6.248769955191651,31015379,26.44645621379854
48043961,Dún Laoghaire Further Education Institute,53.29411729015793,-6.144318703263636,11510471154,20.03770867481602
48082759,Killester College of Further Education,53.37124152323256,-6.208365122393841,1699396027,16.014004800548836
49713166,Ballycoolin Regional Training Centre,53.4096864479579,-6.361567582300784,2570048974,12.052337572062475
49753636,TU Dublin Tallaght,53.29110294558929,-6.36285670562927,4386467492,8.104018831314402
50922011,Dublin City University Sports Campus,53.3815161981099,-6.271263970030181,8666038313,31.556084479023674
51144160,Sallynoggin College of Further Education,53.27342229792757,-6.138637824843366,8807716740,34.93109951174784
52302815,Technological University of Dublin,53.35656521357784,-6.249638705386978,3899220586,17.576991528146785
52375058,National College of Art and Design,53.3435188725419,-6.278544000136725,3731542216,13.244292620213665
52375075,National College of Art & Design,53.34355976200999,-6.277044381998829,5397080732,23.50324738322915
54183121,TU Dublin Blanchardstown,53.405293193347006,-6.381052421574847,4833473250,11.704050635000835
62231120,Griffith College Dublin,53.33070783441829,-6.278305582596333,2477945959,30.667780634012303
72002943,Plunket College of Further Education,53.3796216183901,-6.248576212684838,1430922907,40.971725163940214
81370853,IPA - Institute of Public Administration,53.33357008154952,-6.22996244208042,606191350,34.34832244737766
86498741,Bray Institute of Further Education,53.20034410942458,-6.105696948712247,1005375321,27.127005150764575
102694981,The Lir,53.342179794528434,-6.23920036306383,9877757718,22.127883405971303
121392321,Ringsend College,53.34373550964484,-6.224190749879324,3743943442,36.12176565744088
128521420,City of Dublin FET College Central Campus,53.32996964621997,-6.231464849144938,4890712499,16.110218587315867
129750565,Crumlin College of Further Education,53.32940161707887,-6.303604967958069,13461363573,38.42496165456054
132716150,Whitehall College of Further Education,53.376912277667785,-6.250302067492642,5381276765,18.533285319694485
